word_ind,ori_word,clip_code,eng_sent,kor_sent,sent_start,sent_end,word_loc,line_loc,whole_eng,whole_kor,word_meaning,video_name,_v_s,_v_e
13,consider,1013015,"Before you go, consider this.",잠시만,19752,21719,3,6,"Are you mad? That's a fire hazard.
No, Pasadena
the far safer glow stick.
You call that a glow stick?
That  is a glow stick.
Come on, let's go.
Before you go, consider this.
Not only do I have a deep-cycle marine battery power source
which is more than capable
I also have","미쳤어? 불 나면 어쩌려고
패서디나 수도전력국은
안전한 야광  스틱을 권장했어
그게 야광 스틱이야?
이 정도는 되야지
가자
잠시만
해양 전력 공급소가 있어서
엔터테인먼트 시설을 평소처럼 활용할 수 있어
BBC 시리즈  적색왜성 61편과",v. 고려하다,Big Bang Theory Season 5 Ep15,797398,827574
13,consider,1013016,Consider this.,생각해보게,18468,20886,0,7,"Now to the matter at hand.
You need to play   with the transporter toy.
But it's mint-in-box.
And to open it   would destroy its value.
But remember, like me,
you also have a human half.
Well, I'm not going to dignify that with a response.
Consider this.
What is the purpose of a toy?
To be played with.
Therefore, to not   play with it would be...?
Illogical.","중요한 것은
트랜스포터 장난감을 갖고 놀아야하오
민트급인데?
상자를 뜯으면 가치가 떨어지겠죠
하지만 저처럼
그쪽도 반은 인간이오
나도 답변을 하지 않겠어
생각해보게
장난감의 목적은 무엇인가
갖고 놀아야 마땅하지
그러니 방치해 두는 것은
비논리적이군",v. 고려하다,Big Bang Theory Season 5 Ep20,486044,515704
13,consider,1013017,"So, if any of you are considering going into experimental physics, my door is always open.",실험물리 쪽으로 생각이 있다면 언제든지 절 찾아오도록 하세요,1000,5664,6,0,"So, if any of you are considering going into experimental physics, my door is always open.
Once again, I'm sorry the demonstration didn't quite work out,
but now we know what happens when you accidentally spill Peach Snapple into a helium neon laser.","실험물리 쪽으로 생각이 있다면 언제든지 절 찾아오도록 하세요
다시 말하지만 실험이 잘 되지 않아서 미안해요
덕분에 헬륨 네온 레이저에 복숭아맛 스내플을 흘리면 어떻게 되는지 알았잖아요",v. 고려하다,Big Bang Theory Season 2 Ep06,-648,14649
13,consider,1013018,and I'm seriously considering alcoholism,그리고 난 알콜중독을 새 직업상 진로로 삼을지 생각중이야,18670,20440,3,7,"Wait, wait, she's not gonna come here looking for you, is she?
Relax. She took Sheldon to the hospital to get a brain scan.
Oh, my God. What happened?
Nothing. Mother likes looking at brains
and Sheldon likes getting his brain scanned.
Geez, what a fun couple.
She's only been here a day and a half
and I'm seriously considering alcoholism
Hey, I talked to her for five minutes yesterday
and I've been half bombed ever since.
You can't let her get into your head.","잠깐, 기다려, 너 보러 여기 오시진 않겠지?
괜찮아. 쉘든이랑 뇌파 측정하러 병원가셨어
오.. 무슨일 있었니??
아무것도 아냐. 그냥 뇌파 보는걸 좋아하셔
그리고 쉘든은 자기 뇌파 검사하는걸 좋아하고
ㅎㄷㄷ 아주 웃긴 커플이네
하루 반동안만 여기 계실거야
그리고 난 알콜중독을 새 직업상 진로로 삼을지 생각중이야
어제 5분 정도 네 어머니와 이야기 했었는데
그때부터 지금까지 난 계속 반쯤 취해있었어
우리는 네 머리속에 그녀가 들어가게 하면 안되",v. 고려하다,Big Bang Theory Season 2 Ep15,730360,761300
13,consider,1013019,So you guys are seriously considering this?,"그래서, 정말로 북극에 가겠다는거야?",18330,21600,5,4,"Howard, this is big science.
You could be the engineer who builds the equipment
I could also be the engineer
You still might get on a magazine.
So you guys are seriously considering this?
Yes. And you think you can put up with Sheldon?
Well, I'm a Hindu.
My religion teaches that if we suffer in this life
we are rewarded in the next.","하워드 이건 큰 업적이야
넌 우리 셋을 잡지표지에 올려줄 장비들을 만드는 엔지니어가 되는거야
아니면 쉘든을 죽이는 석궁을 만드는 엔지니어가 될수도 있지
그렇게 잡지표지에 올라갈수도 있겠다
그래서, 정말로 북극에 가겠다는거야?
그래 - 그리고 넌 쉘든이랑 살수 있다?
이봐 난 힌두교야
우리 종교의 가르침에 따르면 현세의 고통은
후세에서 보답받게 되있어",v. 고려하다,Big Bang Theory Season 2 Ep23,395430,427960
14,invite,1014010,We're going to apologize to Raj and invite him out to dinner.,라지한테 가서 사과하고 저녁 같이 먹자고 할 거야,16529,19361,7,5,"There's my missing neutrino.
You were hiding from me as an unbalanced charge,
weren't you, you little sub-atomic dickens?
Hey, look, I found my missing neutrino.
Oh good, we can take it off the milk carton.
We're going to apologize to Raj and invite him out to dinner.
Apologize for what?
He came over last night with some pretty good news and we weren't very supportive.","사라진 뉴트리노가 여기 있었네
전하량 보존이 안 되던 곳에 숨어있었구나
그렇지, 이 소립자 악마야?
이것 좀 봐, 사라진 뉴트리노를 찾았어
이제 우유팩을 뜯어도 되겠구나
라지한테 가서 사과하고 저녁 같이 먹자고 할 거야
무슨 사과?
어제 저녁에 좋은 일 있다고 왔는데 같이 축하해주지 못 했잖아",v. 초대하다,Big Bang Theory Season 2 Ep04,254919,281700
14,invite,1014011,We just wanted to invite you out to dinner.,너랑 같이 저녁 먹자고 말하러 왔지,19449,21736,4,4,"We're here to see Koothrappali, not kill Batman.
Try less teeth.
Close enough. Come on.
Hey, Raj. - Hey, guys. What's up?
We just wanted to invite you out to dinner.
To celebrate your ""30 under 30"" thing. Right, Sheldon?
That's very nice of you. I would like that.","라지 만나러 왔지 배트맨 죽이러 온 건 아니야
이가 덜 보이게 해 봐
그 정도면 됐어, 들어가자
안녕, 라지 - 안녕, 무슨 일이야?
너랑 같이 저녁 먹자고 말하러 왔지
""피플""지에 나오게 된 걸 축하해야지, 그렇지 쉘든?
정말 고마워 나도 좋지",v. 초대하다,Big Bang Theory Season 2 Ep04,367165,399647
14,invite,1014012,and invite her up to my bedroom to see the rest of the act.,방에 와서 나머지를  감상하라고 꼬셨지,19035,22570,1,6,"She knows my koala face.
And for future reference, it's this.
Oh, you have a lot of magic stuff.
Yeah.
I started when I was a teenager.
I thought I could show a girl a few tricks
and invite her up to my bedroom to see the rest of the act.
Did it work?
Ah, let's just say the only wand","코알라 표정은 다 읽힐 거야
너도 참고할 수 있게 보여줄게
마술 용품이 많네
응
10대부터 시작했어
여자들한테  마술을 보여주면서
방에 와서 나머지를  감상하라고 꼬셨지
효과는 있었어?
힘을 발휘한 지팡이라고는  이것 밖에 없지",v. 초대하다,Big Bang Theory Season 5 Ep12,318498,346990
14,invite,1014013,How come you never invite Sheldon and me on a double date?,나랑 쉘든은 어쩌고?,19039,22991,4,7,"They sent the wrong Spock!
Live long and suck it, Zachary Quinto.
<font color=#00FF00>The Big Bang Theory 5x13</font> <font color=#00FFFF>The Recombination Hypothesis</font> Original Air Date on January 19, 2012
== sync, corrected by <font color=#00FF00>elderman</font> ==
This is so exciting.
If Leonard and Penny get back together,
Howard and I can go on double dates with them.
How come you never invite Sheldon and me on a double date?
How's it going in there, Penny?!
PENNY: Just a sec.","잘못된 스팍을 보냈네
오래 살고 꺼져라, 재커리 퀸토
<font color=""#5b79c9"">DC 기타 미국드라마 갤러리</font>
자막 <font color=""#5b79c9"">공대언니</font>
너무 신난다
레너드랑 페니가  다시 합치면
우리 커플이랑  더블 데이트하면 되잖아
나랑 쉘든은 어쩌고?
페니, 아직 멀었어?
잠깐",v. 초대하다,Big Bang Theory Season 5 Ep13,103232,134547
14,invite,1014014,"When you invite a man to a bachelor party,",총각 파티를 할거면,17651,19701,2,5,"(whispers): To Howard.
Yeah, to Howard. Yes...
Um, uh, who's next? KRIPKE: I'll go.
Howard, I'm gonna say something to you that everybody's thinking
but no one has the courage to say out loud.
When you invite a man to a bachelor party,
the implication is, there will be strippers.
Maybe not completely nude,
but at least pasties and G-strings.
That's not unreasonable.","하워드를 위하여
위하여
다음은 누구야?
모두가 생각하고 있지만
용기가 없어서  말을 안 하고 있어
총각 파티를 할거면
당연히 스트리퍼가 있어야해
완전 나체는 아니더라도
젖꼭지 가리개랑 지스트링 정도
많은걸 바라지 않아",v. 초대하다,Big Bang Theory Season 5 Ep22,667779,697489
14,invite,1014015,Michaela's inviting me to a party.,미카엘라가 파티에 초대했잖아,18805,20585,1,6,"I'm Michaela. - Hello, Michaela.
So, you interested in a little party?
Why, yes, I love to party.
Party is my middle name.
Or, it would be if it weren't Ramayan.
Can I talk to you for a moment? - Not now.
Michaela's inviting me to a party.
You better call the moon and make sure they have a bed for you.
Yeah. I really need to talk to you.","전 미카엘라에요 - 반가워요 미카엘라
혹시 파티 좋아하세요?
그럼요, 당연히 파티 좋아하죠
제 미들네임이 파티에요
라마얀이 아니면 파티였을거에요
잠깐 이야기 좀 하자? - 지금은 안돼
미카엘라가 파티에 초대했잖아
달에 전화해서 남는 방 있는지 알아보는게 좋을 것 같은데
야, 진짜 할 말 있어",v. 초대하다,Big Bang Theory Season 2 Ep21,588146,618657
14,invite,1014016,You were invited on a quest to the Black Castle?,누가 암흑성 퀘스트 같이 하재요?,20341,23063,2,6,"Can we go talk in the living room? - I'm not wearing pajama bottoms.
Why not? - I spilled grape juice.
Wear different pajamas.
I can't wear different pajamas-- these are my Monday pajamas.
People cannot be in my bedroom.
Fine, just tell me, is it too soon to join a quest to the Black Castle?
You were invited on a quest to the Black Castle?
By some guys in Budapest.
I'm just not sure it's the right move for my character.
Of course it's not-- you're only a level 25.","그럼 거실에서 이야기할까요? - 잠옷 바지 안 입고 있어요
왜요? - 포도 주스를 흘렸거든요
그럼 다른 잠옷 입어요
안 돼요, 이게 월요일 잠옷이에요
제 침실에는 아무도 못 들어와요
알았어요, 암흑성 퀘스트를 하기에는 너무 빠른지 대답만 해줘요
누가 암흑성 퀘스트 같이 하재요?
부다페스트에 사는 어떤 사람들이요
제 캐릭터가 제대로 행동하는 건지 확신이 안 서서요
당연히 아니죠 이제 고작 25레벨이에요",v. 초대하다,Big Bang Theory Season 2 Ep03,518307,549639
14,invite,1014017,Then you're not invited  to our wedding.,그럼 페니는 우리 결혼식에  올 생각 마요,20579,23194,3,11,"Individual relish packets?
Onion rings?
Extra breading?  - I asked.
What did they say?  - No.
Did you protest?  - Yes.
Vociferously?  - No.
Then what took you so long?
Just eat.
Hey, guys, what'd I miss?
Giselle's hanging by a thread.
Oh, good, I hate her.
Then you're not invited  to our wedding.
Here you go.  - Thank you.
Do we have to suffer through this transparently  manipulative pseudo-reality again? / Yes.","피클은 1인분 따로 포장했어?  - 응
양파튀김도?  - 응
추가 빵은?  - 부탁은 했어
뭐래?  - 안 된대
항의는 했어?  - 응
소리는 냈어?  - 아니
그럼 왜 이렇게 오래 걸렸어?
그냥 먹어
안녕하세요  어떻게 됐어요?
지젤이 탈락하기 일보 직전이에요
완전 싫었는데 잘됐네요
그럼 페니는 우리 결혼식에  올 생각 마요
여기요  - 고마워요
사람들을 속이는 게 뻔히 보이는  가짜 리얼리티 프로그램을 또 봐야 해? / 응",v. 초대하다,Big Bang Theory Season 2 Ep07,260455,293185
14,invite,1014018,I have never once been invited to have cereal with Mrs. Vartabedian.,난 바타비디언 아주머니가 시리얼 먹으라고 한 번도 초대한 적이 없어,19700,23419,5,7,"Look, I'm just saying...
Penny is one of our many neighbors,
and in our building, neighbors come and go,
it's very casual, no dress code.
In fact, some mornings I'll just mosey down to the third floor in my pajamas
and have cereal with Mrs. Vartabedian.
Really?
I have never once been invited to have cereal with Mrs. Vartabedian.
She doesn't like you.
You have a gall bladder to remove
and I have to get in the shower
and Penny has clothes to put on, so...","그러니까 내 말은..
페니는 이웃에 사는 사람 중 한 명이잖아요
이웃끼리는 가고 오고 하잖아요
자연스럽게 말이죠 복장 제한 없이요
예전에는 아침에 잠옷만 입고 3층을 어슬렁어슬렁 돌아다니다가
바타비디언 아주머니랑 시리얼도 먹었어요
정말?
난 바타비디언 아주머니가 시리얼 먹으라고 한 번도 초대한 적이 없어
널 안 좋아하시거든
스테파니는 수술해야 할 쓸개가 있고
나도 샤워를 해야 하고
페니도 옷을 입어야 하니까요..",v. 초대하다,Big Bang Theory Season 2 Ep10,330895,364218
14,invite,1014019,He's invited for dinner in the Bottle City of Kandor.,<font color=#FFD700>칸도르</font>에 저녁 초대를 받고 가게 되면,19912,22380,1,6,"Or it turned into mustard Kryptonite,
the only way to destroy a rogue Kryptonian hotdog threatening Earth.
Raj, please, let's stay serious here.
Superman's body is Kryptonian, therefore his sweat is Kryptonian.
What about Kryptonian pit stains?
Superman doesn't sweat on Earth.
He's invited for dinner in the Bottle City of Kandor.
He miniaturizes himself, enters the city where he loses his superpowers.
Now, before dinner, his host says, ""Who's up for a little Kryptonian tetherball?""
Superman says ""Sure,"" works up a sweat, comes back to Earth,","아니면 머스타드 크립토나이트로 바꿔서
지구를 위협하는 크립토니안 핫도그 변형체를 없애는 거야
라지, 진지한 얘기 중이잖아
슈퍼맨의 몸도 크립토니안이니까 땀도 크립토니안이야
겨드랑이에 땀 자국은 어쩔 거야?
슈퍼맨은 지구에서 땀을 안 흘려
<font color=#FFD700>칸도르</font>에 저녁 초대를 받고 가게 되면
몸을 축소할 테고, 칸도르에 들어가서는 초능력들을 쓸 수 없게 되겠지
저녁을 먹기 전에 저녁 초대를 한 사람이 ""공놀이 하실 분 계신가요?"" 하고 묻자
슈퍼맨이 땀 흘리면서 운동한 다음",v. 초대하다,Big Bang Theory Season 2 Ep11,27709,60356
15,include,1015010,"Maybe when I publish it, I'll include an inhaler.",그 논문을 발표할 때는 부록으로 인공호흡기도 넣어야겠네요,19273,22745,6,5,"Sisters?
Excuse me, Dr. Cooper.
I'm Kathy O'Brien. I just finished reading your paper
reconciling the black hole information paradox
and it just took my breath away.
Maybe when I publish it, I'll include an inhaler.
Would you possibly have any time for me to pick your brain?
Let's see. Today's Thursday.
Thursday nights, I eat pizza from Giacomo's.","자매님, 어디 가요?
쿠퍼 박사님이시죠?
전 캐시 오브라이언이에요
박사님의 끈 네트워크 응축 이론을 통한 블랙홀 정보 역설을 해결하신 논문을 막 읽었어요
읽으면서 제 혼을 다 빼놨어요
그 논문을 발표할 때는 부록으로 인공호흡기도 넣어야겠네요
박사님 머리속에 든 걸 저한테도 좀 나눠주실 시간 있으세요?
어디 보자.. 오늘은 목요일이죠
목요일 저녁에는 지아코모의 피자를 먹죠",v. 포함하다,Big Bang Theory Season 2 Ep06,1130593,1164285
15,include,1015011,"so, you feel free to include any and all shortcomings in the bedroom.",그러니까 침대에서 부족했던 점까지 편하게 말해 봐요,20990,24343,5,6,"Specifically, I need to know exactly what Leonard did
that caused you to pop an emotional cap in his buttocks.
What? - Again, urban slang.
In which, I believe I'm gaining remarkable fluency.
So, what is the ""down"" and the ""low""?
And don't worry, this is all entirely confidential,
so, you feel free to include any and all shortcomings in the bedroom.
We never got to the bedroom.
Because?","레너드가 한 짓을 빼놓지 말고 말해요
레너드가 무슨 짓을 해서 페니의 꼭지를 돌게 했었는지
네? - 속어잖아요
제가 봐도 꽤 유창하게 쓰는 것 같네요
아무도 모르는 레너드의 비밀은 뭐죠?
완전 기밀이니까 걱정 마요
그러니까 침대에서 부족했던 점까지 편하게 말해 봐요
침대까지 못 갔어요
왜냐하면?",v. 포함하다,Big Bang Theory Season 2 Ep09,642686,673652
15,include,1015012,"Popular choices include tea, coffee, cocoa...","차라던지, 커피, 아니면 코코아..",18622,21070,2,5,"It occurred to me you hadn't returned any of my calls
because I hadn't offered any concrete suggestions for pursuing our friendship.
Perhaps the two of us might share a meal together...
I see.
Well then perhaps you'd have time for a hot beverage.
Popular choices include tea, coffee, cocoa...
I see.
No, no, no, wait. Don't hang up yet.
What about a recreational activity?
I bet we share some common interests.","니가 전화를 안 하는 거 같은데
왜냐하면 내가 우리 우정을 위한 구체적인 제안을 안 해서 그런 거 같네.
우리 밥이라도 같이 먹을래...
알았어
그럼 뜨거운 거라도 마실까?
차라던지, 커피, 아니면 코코아..
알았어.
아니, 잠깐, 끊지 말아봐
우리 같이 여가 활동이라도 해볼래?
뭔가 공통점이 있을 거 같은데.",v. 포함하다,Big Bang Theory Season 2 Ep13,749523,780437
15,include,1015013,"""Crew members will include Commander Tom 'Tombo' Johnson,",이번 원정대는  선장 톰 '톰보' 존슨,17696,21231,3,5,"<font color=#00FF00>The Big Bang Theory 5x15</font> <font color=#00FFFF>The Friendship Contraction</font> Original Air Date on February 2, 2012
== sync, corrected by <font color=#00FF00>elderman</font> ==
Check it out-- press release
Um, ""Expedition 31 will launch this spring
""to the International Space Station.
""Crew members will include Commander Tom 'Tombo' Johnson,
""Astronaut Mike 'Supernova' Novacelik
and Payload Specialist Howard Wolowitz.""","<font color=""#5b79c9"">DC 기타 미국드라마 갤러리</font>
자막 <font color=""#5b79c9"">공대언니</font>
NASA에서 공식 발표를 했어
31원정대가 이번 봄에
국제우주정거장으로  출발한다
이번 원정대는  선장 톰 '톰보' 존슨
비행사 마이크 '슈퍼노바' 노바체릭
그리고 탑승 과학 기술자 하워드 왈로위츠로 이뤄졌다",v. 포함하다,Big Bang Theory Season 5 Ep15,130864,158332
15,include,1015014,Leonard has entered into a new romantic relationship which includes a sexual component?,성적 요소가 포함된 새로운 이성 관계를 시작한 건 아시죠?,19305,24324,9,6,"So, this wasn't the awkward part?
No.
All right.
S'up?
Oh, good, I used that right.
Anyway, you're aware that
Leonard has entered into a new romantic relationship which includes a sexual component?
Okay, feeling the awkward now.
Her name is Dr. Stephanie Barnett","아직 편한 대화란 말이에요?
네
알겠어요
어떻게 지내요?
내가 제대로 썼네요
아무튼 레너드가
성적 요소가 포함된 새로운 이성 관계를 시작한 건 아시죠?
이제 편치 않아지는군요
이름은 스테파니 바넷이고",v. 포함하다,Big Bang Theory Season 2 Ep09,43453,77152
15,include,1015015,"that includes a Nobel Prize and cities named after me,",내 이름을 딴 도시도  많이 생길 거야,20690,23758,1,8,"Sure, sure.
Uh, when will Stuart be back?
I don't know. He went out for coffee.
With a girl.
Oh, I guess I was wrong.
You okay?
Am I okay?
Leonard, I'm on a lifelong trajectory
that includes a Nobel Prize and cities named after me,
all four wisdom teeth
and my bowel movements run like a German train schedule.","그래요
스튜어트는 언제 와요?
커피 마시러 갔어요
여자랑
내가 잘못 생각했네
괜찮아?
괜찮냐고?
내 인생 궤도는  노벨상을 향하고 있어
내 이름을 딴 도시도  많이 생길 거야
내 사랑니는 잘 자라서  뽑을 필요가 없고
내 배변 활동은 독일 열차처럼  시간을 칼같이 지키고 있어",v. 포함하다,Big Bang Theory Season 5 Ep10,515209,547174
15,include,1015016,for including me in the decision-making process.,내 생각도 해줘서 고마워,20686,23554,1,6,"that impacts both of us, and I'd like to discuss it.
Okay.
I've been offered a chance to go up
to the International Space Station for three weeks.
What are your thoughts on that?
Well, first of all, thank you
for including me in the decision-making process.
Hey, we're a team.
(chuckles)
So, what do you think?
No.
No?","그 얘기 했으면 좋겠어
그래
국제우주정거장에 3주동안 가 있을
기회가 생겼어
어떻게 생각해?
음 먼저 결정할 때
내 생각도 해줘서 고마워
우리는 팀인데 뭘
(chuckles)
그래서 어떻게 생각해?
안 돼
안 된다고?",v. 포함하다,Big Bang Theory Season 5 Ep05,537365,570728
15,include,1015017,including Dr. Seuss.,닥터 수스를 포함해서,18535,21068,0,5,"Yeah, me, too. I can't make up my mind.
Are you concerned because the world is filled
No. I'm having a moral crisis.
Well, if it's of any help, I've read
all the great moral philosophers,
including Dr. Seuss.
Oh, what the hell.
I'm supposed to go see that girl","결정을 못 하겠어
개랑 깡패들이 두려워서?
아니, 윤리적인 문제야
도움이 될지 모르겠지만
윤리학자들이 쓴 책은 다 읽어봤어
닥터 수스를 포함해서
에라 모르겠다
만화방에서 만난  앨리스랑 약속이 있는데",v. 포함하다,Big Bang Theory Season 5 Ep07,788037,815494
15,include,1015018,"including tobacco, swear words, and yes, alcohol.","담배, 욕설, 그리고 술도",19302,24388,0,7,"He found a really nice spot to have a bachelor party.
It's not bad.
Unless you compare it to a train; then it stinks.
Are you drinking whiskey?
Indeed.
If I'm to participate in the social convention
that is the stag night, then I must embrace all its components:
including tobacco, swear words, and yes, alcohol.
Jeepers! That's yucky.
Whoa, it's a little early to start","총각 파티를 하기에  장소가 딱이야
나쁘지 않지
기차랑 비교한다면 구리지만
위스키 마시려고?
그럼
총각파티라는 사회적 관습에 참여하려면
구성 요소도 받아들여야지
담배, 욕설, 그리고 술도
Jeepers, 너무 쓰잖아
벌써부터 J로  시작하는 욕을 하다니",v. 포함하다,Big Bang Theory Season 5 Ep22,284330,317226
15,include,1015019,"Look, Mom included the memory card.",엄마가 메모리카드도 넣었어,19661,21809,2,5,"Great news. My mom sent me my old Nintendo 64.
Terrific. - You know what this means, don't you?
Break out the Red Bull, it's time to rock Mario, old school.
I kind of have other plans tonight. - But it's Friday.
Friday's always vintage game night.
Look, Mom included the memory card.
We can pick up right where I left off in 1999
The thing is, someone's coming over.","좋은 소식이 있어 엄마가 내 옛날 닌텐도 64를 보냈어
좋겠네 - 무슨 말인지 알지?
레드 불 끝판도 깨고 마리오도 해야지, 옛날로 돌아간 거 같아
오늘은 다른 계획이 있어 - 금요일이잖아
금요일은 고전 게임의 밤이야
엄마가 메모리카드도 넣었어
1999년 악성 빈혈로 그만뒀던 그 직후부터 할 수 있겠어
그게, 누가 오거든",v. 포함하다,Big Bang Theory Season 2 Ep02,446947,476304
16,issue,1016010,"Now if you'll excuse me, the latest issue of  Batman  is out.",배트맨 최신호가 나와서 이만 실례,20488,23959,7,5,"any one who told you that you would  someday be able to make any significant contribution to physics,
played a cruel trick on you, a cruel trick indeed.
Any questions?
Of course not.
I weep for the future of science.
Now if you'll excuse me, the latest issue of  Batman  is out.
Come, Leonard.
Laser demonstration's looking pretty good now, huh?","여러분이 물리에 정말 큰 공헌을 할 수 있을 것이라고 이야기 한 사람이 있다면
정말 잔인한 속임수에 넘어간 거예요 정말이지 잔인해요
질문 있나요?
역시 없군요
과학의 미래에 애도를 표해야겠군요
배트맨 최신호가 나와서 이만 실례
레너드, 어서
레이저 실험이 좋았죠?",v. 발행하다,Big Bang Theory Season 2 Ep06,98799,132485
16,issue,1016011,Have you worked out the neutrino issue?,뉴트리노 문제는 해결하셨어요?,20410,22466,6,3,"Dr. Cooper is on the verge of a breakthrough.
If you're going to stay, you'll have to be respectful and quiet.
Wait for me.
Have you worked out the neutrino issue?
Well, to paraphrase Mozart,
all the subatomic particles are there. I just have to put them in the right order.
You're so witty.
Aren't I?","쿠퍼 박사님은 대단한 발견을 하기 직전이세요
여기 계시려거든 예의를 갖추고 조용히 계세요
같이 가
뉴트리노 문제는 해결하셨어요?
모차르트 말을 인용하자면
입자들은 그냥 거기 있는 것이고 난 올바른 순서대로 배열할 뿐이지
정말 재밌으세요
그렇지?",v. 발행하다,Big Bang Theory Season 2 Ep06,633953,667011
16,issue,1016012,The issue remains.,문제는 그대로야,20932,23588,1,6,"For which she awarded him the nickname ""Speed of Light Leonard.""
And the three hour dinner with Penny.
Which would have been two and a half if they ordered the souffle when they sat down.
Based on the geometric progression,
his relationship with Stephanie should have ended after 20 minutes.
Yes, I'm aware of the math. Y equals 27 days over 12 to the nth.
The issue remains.
How do we circumvent his inevitable rejection?
If you want to guarantee his appeal to Stephanie,
your best bet would be to kill all the other men on the planet.","레즐리가 ""광속 인간 레너드""라고 별명까지 지어줬지
페니랑 저녁 식사 3시간
앉은 시간만 치면 2시간 반이겠지만
등비수열을 적용하면
20분 뒤에 스테파니랑 헤어지게 돼 있다고
나도 그 정도 계산은 돼 27일 나누기 12의 n승이잖아
문제는 그대로야
피할 수 없는 헤어짐을 어떻게 넘어가냐는 거지
스테파니한테 매력적으로 보이려면
지구 상의 남자란 남자는 다 죽이는 게 제일 좋은 방법일 거야",v. 발행하다,Big Bang Theory Season 2 Ep09,732197,765393
16,issue,1016013,Fine. e new issue of Flash is out.,괜찮아. 플래쉬(만화책) 신간이 나왔어.,16810,19410,3,6,"There, butt print.
It's too small and too... perfect.
Thank you. - You're welcome.
Act normal.
Sheldon!
How was the comic book store?
Fine. e new issue of Flash is out.
Great, great. Did you walk the whole way? It's a little chilly.
Koothrappali picked me up.
Isn't that terrific?
He is such a good friend.","자, 엉덩이자국.
그건 너무 작고...  완벽해.
고마워. - 천만에.
평상시같이.
쉘든!
만화책방은 어땠어?
괜찮아. 플래쉬(만화책) 신간이 나왔어.
좋아, 좋아. 걸어 갔다 왔어? 날이 쌀쌀하던데.
라지가 태워줫어.
굉장하지 않니?
걔는 정말 좋은 친구야.",v. 발행하다,Big Bang Theory Season 2 Ep16,608530,638280
16,issue,1016014,"But returning to the original issue, Dick Grayson became Nightwing,","어쨌든 원래 주제로 돌아가서, 딕 그레이슨은 나이트윙이 됐잖아",17830,21400,5,4,"More wrong?
Wrong is an absolute state and not subject to gradation.
Of course it is. It'a little wrong to say a tomato is a vegetable.
It's very wrong to say it's a suspension bridge.
But returning to the original issue, Dick Grayson became Nightwing,
a superhero in his own right.
Batman 2 has to be the second Robin, Jason Todd.
Has to be? Has to be?","완전히 틀렸다고?
틀렸다는 말은 절대적인 표현이야 완전히라는 부사로 정도를 나타낼 수 없어
당연히 그럴 수 있지, 토마토가 야채라는 한다면 조금 틀린거고
현수교라고 한다면 아주 틀린거니까
어쨌든 원래 주제로 돌아가서, 딕 그레이슨은 나이트윙이 됐잖아
다른 고유한 수퍼히어로가 된거지
배트맨2는 2대 로빈, 제이슨 토드여야만 하지
여야만 한다? 여야만 한다고?",v. 발행하다,Big Bang Theory Season 2 Ep20,878870,908120
16,issue,1016015,"Uh, yeah. It's issue number 21.","응, 21권이잖아",20770,22737,3,3,"Hi. - Hi.
Shut up.
Are you getting this  Next Men?
Uh, yeah. It's issue number 21.
First appearance of Hellboy.
I know. I've been looking for it for years.
Sorry.
Hey, if I pretended to hit on you,
could I distract you enough to sneak it away?","안녕
닥쳐
넥스트맨 사려고?
응, 21권이잖아
헬보이가 처음으로 등장해
몇 년 동안 찾아다녔는데
미안
너한테 관심 있는 척 하고
네가 집중 못할 때 뺏어갈 수 있지 않을까?",v. 발행하다,Big Bang Theory Season 5 Ep07,256989,290352
16,issue,1016016,Hospitals do not issue Band-Aids,병원에서는 아무때나 반창고를 붙여주지 않아,16183,17548,3,5,"So, I've got a gunshot wound.
That's pretty bad-ass.
No, you've got a Reebok with a gunshot wound
and an ouchie on your pinkie toe.
Hello? They gave me a Band-Aid.
Hospitals do not issue Band-Aids
That is the law.
Well, thank you for a really cool evening.","나 총상 입었어
좀 멋지지?
리복 운동화가 총상을 입고
넌 새끼 발가락이 조금 까진 것 뿐이야
이봐, 난 반창고도 붙였어
병원에서는 아무때나 반창고를 붙여주지 않아
그게 법이야
오늘 정말 즐거웠어",v. 발행하다,Big Bang Theory Season 5 Ep14,1062793,1089450
16,issue,1016017,You don't tackle the big issues. You fence with them.,그냥 도전하면 안 돼 과감히 찔러야지,19518,23000,5,6,"Here's your spinach mushroom omelet.
Thank you.
Did anyone touch it? - Gloves were worn by everyone involved.
I was vigilant.
Ramona pointed out that I've been wasting  20 minutes a day standing on cafeteria lines.
Time which would be better spent tackling the great physics problems of our day.
You don't tackle the big issues. You fence with them.
En garde. Riposte.
Touche.","시금치 버섯 오믈렛이에요
고마워
아무도 안 만졌지? - 관계자들은 다 장갑을 꼈어요
제 두 눈으로 확인했어요
하루 중 20분을 식당에서 줄 서는 데 낭비한다고 라모나가 지적해줬어
그 시간들을 물리학의 난제들에 도전하는 데 쓰인다면 더 가치 있겠죠
그냥 도전하면 안 돼 과감히 찔러야지
준비, 반격
내가 졌어",v. 발행하다,Big Bang Theory Season 2 Ep06,579987,612114
