index,der_word,subtitle_ind,eng_sent,video_code,start,end,tokens,movie_dir,sinc
2321,we,2,Atlanta it's not that we don't like the comedian it's just that that's that's not why we bought the ticket she the problem is though after the concerts over matter,FR102,30390,46228,atlanta it's not that we don't like comedian it's just that that's that's not why we bought ticket she problem is though after concerts over matter,./friends,F
2322,bought,2,Atlanta it's not that we don't like the comedian it's just that that's that's not why we bought the ticket she the problem is though after the concerts over matter,FR102,30390,46228,atlanta it's not that we don't like comedian it's just that that's that's not why we bought ticket she problem is though after concerts over matter,./friends,F
2323,ticket,2,Atlanta it's not that we don't like the comedian it's just that that's that's not why we bought the ticket she the problem is though after the concerts over matter,FR102,30390,46228,atlanta it's not that we don't like comedian it's just that that's that's not why we bought ticket she problem is though after concerts over matter,./friends,F
2324,she,2,Atlanta it's not that we don't like the comedian it's just that that's that's not why we bought the ticket she the problem is though after the concerts over matter,FR102,30390,46228,atlanta it's not that we don't like comedian it's just that that's that's not why we bought ticket she problem is though after concerts over matter,./friends,F
2325,problem,2,Atlanta it's not that we don't like the comedian it's just that that's that's not why we bought the ticket she the problem is though after the concerts over matter,FR102,30390,46228,atlanta it's not that we don't like comedian it's just that that's that's not why we bought ticket she problem is though after concerts over matter,./friends,F
2326,is,2,Atlanta it's not that we don't like the comedian it's just that that's that's not why we bought the ticket she the problem is though after the concerts over matter,FR102,30390,46228,atlanta it's not that we don't like comedian it's just that that's that's not why we bought ticket she problem is though after concerts over matter,./friends,F
2327,though,2,Atlanta it's not that we don't like the comedian it's just that that's that's not why we bought the ticket she the problem is though after the concerts over matter,FR102,30390,46228,atlanta it's not that we don't like comedian it's just that that's that's not why we bought ticket she problem is though after concerts over matter,./friends,F
2328,after,2,Atlanta it's not that we don't like the comedian it's just that that's that's not why we bought the ticket she the problem is though after the concerts over matter,FR102,30390,46228,atlanta it's not that we don't like comedian it's just that that's that's not why we bought ticket she problem is though after concerts over matter,./friends,F
2329,concerts,2,Atlanta it's not that we don't like the comedian it's just that that's that's not why we bought the ticket she the problem is though after the concerts over matter,FR102,30390,46228,atlanta it's not that we don't like comedian it's just that that's that's not why we bought ticket she problem is though after concerts over matter,./friends,F
2330,over,2,Atlanta it's not that we don't like the comedian it's just that that's that's not why we bought the ticket she the problem is though after the concerts over matter,FR102,30390,46228,atlanta it's not that we don't like comedian it's just that that's that's not why we bought ticket she problem is though after concerts over matter,./friends,F
2331,matter,2,Atlanta it's not that we don't like the comedian it's just that that's that's not why we bought the ticket she the problem is though after the concerts over matter,FR102,30390,46228,atlanta it's not that we don't like comedian it's just that that's that's not why we bought ticket she problem is though after concerts over matter,./friends,F
2332,matter,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2333,how,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2334,great,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2335,show,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2336,was,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2337,you,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2338,girls,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2339,are,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2340,always,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2341,looking,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2342,for,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2343,meaning,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2344,in,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2345,car,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2346,fighting,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2347,traffic,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2348,basically,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2349,just,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2350,try,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2351,to,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2352,stay,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2353,awake,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2354,on,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2355,way,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2356,out,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2357,were,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2358,devised,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2359,to,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2360,bring,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2361,back,3,Matter how great the show was you girls are always looking for meaning in the car fighting traffic basically just try to stay awake on the way out were devised to bring back,FR102,46230,62478,matter how great show was you girls are always looking for meaning in car fighting traffic basically just try to stay awake on way out were devised to bring back,./friends,F
2362,comeback,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2363,comedian,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2364,otherwise,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2365,next,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2366,time,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2367,you,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2368,find,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2369,yourself,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2370,sitting,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2371,at,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2372,home,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2373,listening,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2374,to,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2375,that,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2376,album,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2377,alone,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2378,and,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2379,we,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2380,should,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2381,talk,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2382,about,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2383,some,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2384,coke,4,Comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,FR102,62480,76708,comeback comedian otherwise next time you find yourself sitting at home listening to that album alone and we should talk about some coke,./friends,F
2385,help,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2386,me,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2387,on,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2388,your,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2389,one,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2390,power,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2391,grab,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2392,was,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2393,gonna,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2394,be,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2395,this,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2396,way,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2397,john,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2398,john,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2399,brown,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2400,about,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2401,almighty,5,Help me on your one power grab was gonna be this way john john brown about the almighty,FR102,76710,91337,help me on your one power grab was gonna be this way john john brown about almighty,./friends,F
2402,saginaw,6,Saginaw is stopped several other young moms about to start,FR102,91340,105498,saginaw is stopped several other young moms about to start,./friends,F
2403,is,6,Saginaw is stopped several other young moms about to start,FR102,91340,105498,saginaw is stopped several other young moms about to start,./friends,F
2404,stopped,6,Saginaw is stopped several other young moms about to start,FR102,91340,105498,saginaw is stopped several other young moms about to start,./friends,F
2405,several,6,Saginaw is stopped several other young moms about to start,FR102,91340,105498,saginaw is stopped several other young moms about to start,./friends,F
2406,other,6,Saginaw is stopped several other young moms about to start,FR102,91340,105498,saginaw is stopped several other young moms about to start,./friends,F
2407,young,6,Saginaw is stopped several other young moms about to start,FR102,91340,105498,saginaw is stopped several other young moms about to start,./friends,F
2408,moms,6,Saginaw is stopped several other young moms about to start,FR102,91340,105498,saginaw is stopped several other young moms about to start,./friends,F
2409,about,6,Saginaw is stopped several other young moms about to start,FR102,91340,105498,saginaw is stopped several other young moms about to start,./friends,F
2410,to,6,Saginaw is stopped several other young moms about to start,FR102,91340,105498,saginaw is stopped several other young moms about to start,./friends,F
2411,start,6,Saginaw is stopped several other young moms about to start,FR102,91340,105498,saginaw is stopped several other young moms about to start,./friends,F
2412,mm,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2413,no,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2414,no,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2415,it's,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2416,good,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2417,is,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2418,good,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2419,i,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2420,just,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2421,that,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2422,and,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2423,doesn't,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2424,she,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2425,seem,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2426,little,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2427,angry,7,Mm no no it's good it is good I just that and doesn't she seem a little angry,FR102,119720,136918,mm no no it's good is good i just that and doesn't she seem little angry,./friends,F
2428,well,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2429,she,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2430,has,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2431,issues,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2432,though,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2433,she,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2434,is,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2435,out,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2436,buying,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2437,another,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2438,woman,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2439,over,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2440,head,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2441,with,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2442,club,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2443,while,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2444,she,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2445,sits,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2446,at,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2447,home,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2448,trying,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2449,to,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2450,get,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2451,math,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2452,on,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2453,smell,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2454,of,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2455,carbon,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2456,market,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2457,said,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
2458,lance,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F
